;sequence;code_d_1;labels_d_1;scores_d_1;code_d_2;labels_d_2;scores_d_2;code_d_3;labels_d_3;scores_d_3;code_d_4;labels_d_4;scores_d_4;code_d_5;labels_d_5;scores_d_5;code_d_6;labels_d_6;scores_d_6
837;Multiscale modelling of aircraft and rocket emissions using high-fidelity numerical simulations and machine learning;RDF20-21;Engineering and technology;0.760298192501068;RDF10;Natural sciences;0.0871847048401833;RDF50;Social sciences;0.0537262558937073;RDF60;Humanities and the arts;0.0377639755606651;RDF40;Agricultural and veterinary sciences;0.0336748845875263;RDF30;Medical, health and life sciences;0.0273519400507212
838;Usinage intelligent des composants d'aéronefs de haute précision (UICAP);RDF20-21;Engineering and technology;0.762340545654297;RDF40;Agricultural and veterinary sciences;0.118040814995766;RDF60;Humanities and the arts;0.0446592010557652;RDF30;Medical, health and life sciences;0.034206435084343;RDF10;Natural sciences;0.0225762240588665;RDF50;Social sciences;0.0181767605245113
839;Chemosensation in Parkinson's disease: Trigeminal sensitivity as a potential marker;RDF30;Medical, health and life sciences;0.76297926902771;RDF10;Natural sciences;0.0788294821977615;RDF50;Social sciences;0.0580062940716744;RDF20-21;Engineering and technology;0.0489348545670509;RDF60;Humanities and the arts;0.0267660319805145;RDF40;Agricultural and veterinary sciences;0.0244841184467077
840;Role of the Calcitonin Receptor System in Cardiac Physiology and Remodeling;RDF30;Medical, health and life sciences;0.763572454452515;RDF20-21;Engineering and technology;0.118969671428204;RDF10;Natural sciences;0.0558381043374538;RDF50;Social sciences;0.0259565822780132;RDF60;Humanities and the arts;0.0180790927261114;RDF40;Agricultural and veterinary sciences;0.0175840854644775
841;Clinical Investigation in Canine and Feline Transfusion Medicine: Novel Blood Groups and their Clinical Significance;RDF30;Medical, health and life sciences;0.763630926609039;RDF40;Agricultural and veterinary sciences;0.13346092402935;RDF10;Natural sciences;0.032108549028635;RDF50;Social sciences;0.0259907301515341;RDF20-21;Engineering and technology;0.0253762938082218;RDF60;Humanities and the arts;0.0194326043128967
842;La cohésion sociale est-elle possible en situation de crises multiples? L'influence des politiques publiques entourant le coronavirus (2019-nCoV) et les préjugés envers les citoyens et citoyennes d'origine chinoise;RDF50;Social sciences;0.767853021621704;RDF30;Medical, health and life sciences;0.0588376745581627;RDF60;Humanities and the arts;0.0503284595906735;RDF10;Natural sciences;0.0411862656474113;RDF20-21;Engineering and technology;0.0409201048314571;RDF40;Agricultural and veterinary sciences;0.040874570608139
843;Vitamin K1 supplementation to improve cognition of patients with coronary heart disease: a randomized controlled pilot study;RDF30;Medical, health and life sciences;0.770625948905945;RDF10;Natural sciences;0.0681743323802948;RDF50;Social sciences;0.053898174315691;RDF20-21;Engineering and technology;0.0514254122972488;RDF60;Humanities and the arts;0.030326884239912;RDF40;Agricultural and veterinary sciences;0.0255491808056831
844;Unveiling the Role of Cellular Aging in Postmenopausal Syndrome: Rationale for Senolytic-Based Strategies to Enhance Women's Health;RDF30;Medical, health and life sciences;0.770728468894959;RDF10;Natural sciences;0.112311139702797;RDF50;Social sciences;0.0509812943637371;RDF20-21;Engineering and technology;0.0301458314061165;RDF40;Agricultural and veterinary sciences;0.0192531757056713;RDF60;Humanities and the arts;0.0165800992399454
845;Les pratiques extrascolaires de littératie d'adolescents ayant une déficience intellectuelle;RDF60;Humanities and the arts;0.774291336536408;RDF50;Social sciences;0.0825820416212082;RDF10;Natural sciences;0.0523151718080044;RDF30;Medical, health and life sciences;0.032673604786396;RDF40;Agricultural and veterinary sciences;0.0294761843979359;RDF20-21;Engineering and technology;0.0286616757512093
846;Multi-Fidelity Zonal Approaches to Multi-Disciplinary Aerodynamic Analysis of Transonic Aircraft;RDF20-21;Engineering and technology;0.774409174919128;RDF10;Natural sciences;0.0616789609193802;RDF50;Social sciences;0.0516543760895729;RDF60;Humanities and the arts;0.0426882207393646;RDF40;Agricultural and veterinary sciences;0.0386189259588718;RDF30;Medical, health and life sciences;0.0309503450989723
847;Magnetic Field Characterization and Mapping for Artifact Mitigation in MRI;RDF20-21;Engineering and technology;0.774439334869385;RDF30;Medical, health and life sciences;0.137222573161125;RDF10;Natural sciences;0.0314694456756115;RDF50;Social sciences;0.0226339790970087;RDF60;Humanities and the arts;0.021537946537137;RDF40;Agricultural and veterinary sciences;0.0126966517418623
848;Autonomie des acteurs dans les relations asymétriques: États de facto et leur patron entre l'Europe et la Russie;RDF20-21;Engineering and technology;0.77535480260849;RDF50;Social sciences;0.0553702786564827;RDF40;Agricultural and veterinary sciences;0.0529329963028431;RDF30;Medical, health and life sciences;0.0496507100760937;RDF10;Natural sciences;0.034703940153122;RDF60;Humanities and the arts;0.0319872722029686
849;L'activité musculaire des pianistes au service de la production sonore et de l'expression musicale;RDF60;Humanities and the arts;0.778784573078156;RDF10;Natural sciences;0.047997958958149;RDF50;Social sciences;0.0464895628392696;RDF20-21;Engineering and technology;0.0454611666500568;RDF30;Medical, health and life sciences;0.0439420454204083;RDF40;Agricultural and veterinary sciences;0.0373247005045414
850;Electroactive Self-Assembled Monolayers: Putting Surface-Confined Redox Reactions to Work;RDF20-21;Engineering and technology;0.7788445353508;RDF10;Natural sciences;0.0929750204086304;RDF30;Medical, health and life sciences;0.0426863580942154;RDF50;Social sciences;0.0397960878908634;RDF60;Humanities and the arts;0.0300291925668716;RDF40;Agricultural and veterinary sciences;0.0156687665730715
851;Hybrid artificial intelligence methods for combinatorial optimization;RDF20-21;Engineering and technology;0.779575526714325;RDF30;Medical, health and life sciences;0.0536882691085339;RDF50;Social sciences;0.0534737929701805;RDF10;Natural sciences;0.0462606810033321;RDF60;Humanities and the arts;0.0359801054000855;RDF40;Agricultural and veterinary sciences;0.03102164901793
852;Additively manufactured composite parts service properties prediction : an essential step to unleash the full potential of additive manufacturing of composites;RDF20-21;Engineering and technology;0.78016209602356;RDF30;Medical, health and life sciences;0.0719638541340828;RDF60;Humanities and the arts;0.0429358407855034;RDF10;Natural sciences;0.0397053733468056;RDF50;Social sciences;0.0386959873139858;RDF40;Agricultural and veterinary sciences;0.0265367608517408
853;Manipulating methionine metabolism to shape immune responses and modify disease progression in both sexes in MS;RDF30;Medical, health and life sciences;0.780226588249207;RDF20-21;Engineering and technology;0.0855962410569191;RDF10;Natural sciences;0.0736048892140389;RDF50;Social sciences;0.035775899887085;RDF40;Agricultural and veterinary sciences;0.0135848056524992;RDF60;Humanities and the arts;0.0112116392701864
854;Social environment and functioning of adolescents born pre-term;RDF50;Social sciences;0.78058922290802;RDF30;Medical, health and life sciences;0.0721971318125725;RDF10;Natural sciences;0.0550873801112175;RDF60;Humanities and the arts;0.0379068031907082;RDF40;Agricultural and veterinary sciences;0.0317305885255337;RDF20-21;Engineering and technology;0.0224888566881418
855;Valorisation des données industrielles;RDF20-21;Engineering and technology;0.781901717185974;RDF10;Natural sciences;0.123564139008522;RDF40;Agricultural and veterinary sciences;0.0364069640636444;RDF30;Medical, health and life sciences;0.0314867496490479;RDF60;Humanities and the arts;0.0143153620883822;RDF50;Social sciences;0.0123250624164939
856;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage;RDF60;Humanities and the arts;0.783256649971008;RDF20-21;Engineering and technology;0.0787498131394386;RDF30;Medical, health and life sciences;0.0478074438869953;RDF10;Natural sciences;0.0403229855000973;RDF50;Social sciences;0.0257987547665834;RDF40;Agricultural and veterinary sciences;0.0240643862634897
857;AI augmented pilot;RDF20-21;Engineering and technology;0.784383893013001;RDF30;Medical, health and life sciences;0.0774715095758438;RDF50;Social sciences;0.037409320473671;RDF10;Natural sciences;0.0366769433021545;RDF40;Agricultural and veterinary sciences;0.0343972221016884;RDF60;Humanities and the arts;0.0296611320227385
858;Randomized Double-Blind Placebo-Controlled Clinical Trial to Assess the Efficacy of Mycophenolate Mofetil in Subclinical Interstitial Lung Disease Associated with Systemic Sclerosis: a Feasibility Study;RDF30;Medical, health and life sciences;0.784879088401794;RDF10;Natural sciences;0.0518602281808853;RDF50;Social sciences;0.0512592680752277;RDF20-21;Engineering and technology;0.045157115906477;RDF60;Humanities and the arts;0.0374403819441795;RDF40;Agricultural and veterinary sciences;0.0294038597494364
859;Sustainable aqueous Sodium-ion batteries;RDF20-21;Engineering and technology;0.784893274307251;RDF10;Natural sciences;0.0773216038942337;RDF30;Medical, health and life sciences;0.047943253070116;RDF50;Social sciences;0.0382858887314796;RDF60;Humanities and the arts;0.0281448755413294;RDF40;Agricultural and veterinary sciences;0.023411201313138
860;Social polarization in high schools during COVID-19: A mixed-method Positive Youth Development research to inform how to promote well-being and reduce violence among adolescents;RDF50;Social sciences;0.785918593406677;RDF30;Medical, health and life sciences;0.0569337718188763;RDF10;Natural sciences;0.0459290705621243;RDF60;Humanities and the arts;0.0459067970514298;RDF20-21;Engineering and technology;0.033472191542387;RDF40;Agricultural and veterinary sciences;0.0318395979702473
861;A shock-fitting approach for predicting the two-phase transient flows in stormwater systems (SWS) with best management practices (BMP);RDF20-21;Engineering and technology;0.786002933979034;RDF10;Natural sciences;0.0723947882652283;RDF50;Social sciences;0.0654389262199402;RDF40;Agricultural and veterinary sciences;0.0313114859163761;RDF60;Humanities and the arts;0.0252578239887953;RDF30;Medical, health and life sciences;0.0195940025150776
862;COHESION Study 2.0: COvid-19, HEalth and Social InteractiOn in Neighbourhoods;RDF50;Social sciences;0.786874949932098;RDF30;Medical, health and life sciences;0.0777930170297623;RDF20-21;Engineering and technology;0.0544878281652927;RDF10;Natural sciences;0.0313933417201042;RDF60;Humanities and the arts;0.0277450252324343;RDF40;Agricultural and veterinary sciences;0.0217058397829533
863;R3AI: Shifting Paradigms for a Robust, Reasoning, and Responsible Artificial Intelligence and its Adoption - CFREF (CIHR Contribution);RDF20-21;Engineering and technology;0.787490248680115;RDF30;Medical, health and life sciences;0.0655469372868538;RDF50;Social sciences;0.0519957095384598;RDF60;Humanities and the arts;0.0409405715763569;RDF10;Natural sciences;0.0313809774816036;RDF40;Agricultural and veterinary sciences;0.0226454865187407
864;Automated AI-supported methane plume detection from satellite and aircraft images;RDF20-21;Engineering and technology;0.788122951984406;RDF10;Natural sciences;0.112111501395702;RDF50;Social sciences;0.0422236993908882;RDF60;Humanities and the arts;0.0231976807117462;RDF30;Medical, health and life sciences;0.0190048608928919;RDF40;Agricultural and veterinary sciences;0.015339307487011
865;Role of vitamin K-dependent gamma-carboxylation in beta cell and diabetes;RDF30;Medical, health and life sciences;0.788379430770874;RDF10;Natural sciences;0.0933334603905678;RDF50;Social sciences;0.0506873056292534;RDF60;Humanities and the arts;0.0280069950968027;RDF40;Agricultural and veterinary sciences;0.0231983847916126;RDF20-21;Engineering and technology;0.0163943897932768
866;Assessment of renal function in adults born preterm: The HAPI-Kidney study;RDF30;Medical, health and life sciences;0.788905799388886;RDF10;Natural sciences;0.0612124614417553;RDF20-21;Engineering and technology;0.0497258715331554;RDF50;Social sciences;0.0395410843193531;RDF40;Agricultural and veterinary sciences;0.0335858017206192;RDF60;Humanities and the arts;0.0270289573818445
867;Multiphysics and multiscale modeling for the intensification of chemical engineering processes;RDF20-21;Engineering and technology;0.789571642875671;RDF10;Natural sciences;0.0824780389666557;RDF50;Social sciences;0.0464025735855103;RDF60;Humanities and the arts;0.0316436924040318;RDF40;Agricultural and veterinary sciences;0.0284165777266026;RDF30;Medical, health and life sciences;0.0214874111115932
868;Plant diversity and ecosystem services in wetlands;RDF10;Natural sciences;0.79056054353714;RDF50;Social sciences;0.0607681386172771;RDF40;Agricultural and veterinary sciences;0.0475876145064831;RDF60;Humanities and the arts;0.0403927862644196;RDF20-21;Engineering and technology;0.0306152906268835;RDF30;Medical, health and life sciences;0.0300756003707647
869;Data-driven Optimization of Transport Systems;RDF20-21;Engineering and technology;0.790569484233856;RDF50;Social sciences;0.0650299414992333;RDF10;Natural sciences;0.0521357767283917;RDF40;Agricultural and veterinary sciences;0.0333406664431095;RDF60;Humanities and the arts;0.0323239080607891;RDF30;Medical, health and life sciences;0.0266003347933292
